"ASVID"	"AS1A1"	"AS1A2"	"AS1A3"	"AS1B1"	"AS1B2"	"AS1B3"	"AS1C1"	"AS1C2"	"AS1C3"	"AS2A1"	"AS2A2"	"AS2A3"	"AS2B1"	"AS2B2"	"AS2B3"	"AS2C1"	"AS2C2"	"AS2C3"	"S3C1"	"S3C2"	"S3C3"
"2196"	"ccddf313ee130649353fa51b96ab9f33"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	2	0	0	0	0
"2197"	"b3aab53f587fad451f98de5dbddf946f"	2	0	2	0	1	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
"2198"	"afaab0e51158bc1eec767ef898a7c9b0"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	3	0
"2199"	"20d88e505094138eee50390452c9d1ef"	0	0	0	0	0	3	0	0	0	3	1	0	2	0	2	0	0	0	0	0	0
"2200"	"569c097e156f12c345fcdbe8443b6313"	7	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
"2201"	"5ff9bea1ce102e2f6ad32b567d762510"	0	0	0	2	1	0	2	0	3	0	0	0	1	0	2	0	0	0	0	0	0
"2202"	"73d8b408aef5abb74a4f37fa2aea2abd"	2	0	0	0	1	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0	0
"2203"	"f49c5d260e7e1bfc0f1367fa883fb046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	2
"2204"	"b189cb082e921597c5120a6409f054f7"	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0
"2205"	"c10380990125f63cc35f80486fef3d90"	0	0	2	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0
"2206"	"a3dab824d3f7f2b4b4b8d2ec393dfb74"	0	0	0	0	0	0	0	2	0	2	2	0	2	2	0	1	0	0	0	0	0
"2207"	"80a877b96f04635a7574401ef0fcecac"	0	1	0	1	0	0	0	0	0	0	2	4	0	3	0	0	0	0	0	0	0
"2208"	"4df9d8b92af6b56cdbdec9880f2048bf"	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	2	2	0	0
"2209"	"80055e7f6e7adfce563b3ee59ee2baed"	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	4	0
"2210"	"5ad94df75ae532f796a8d0f824e168aa"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0
"2211"	"7b7485890a7e74aea47f3001c3668322"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	2	2	0	0
"2212"	"50aecef4065216eeb12bd730aebc2899"	0	0	0	3	0	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0
"2213"	"b07b88901d8e1fc92d405ca916cb59ce"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	3	0	0	0
"2214"	"5f0544a4431b021f6b856054a3e41237"	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	4	0
"2215"	"d9af6af607329500ab7a6fb08c880a6b"	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2216"	"09277760042a341ad8653f061d951a78"	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2217"	"140f984fd9adc0ddef7e6bc6c5d6d377"	1	0	1	1	2	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0
"2218"	"c86050d295f120ec065461cf0e35233b"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	4
"2219"	"3d3b4012b17b29299d9407d79a407813"	3	0	2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
"2220"	"9e1038aeb64fa67aaa4a6119b12c7cc1"	0	0	2	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
"2221"	"06e39f270b3ba60c0bdcd7e3d308a9e1"	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	4	0
"2222"	"bf7ce6daa18b802137fcef0353c40f86"	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	3	0	0	0
"2223"	"4f3779340c4a518e2f495af6a732ac87"	0	0	2	0	2	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
"2224"	"a739daa805d94230cdda3ea5c6c3e0a6"	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0
"2225"	"c5514f700b6057aef29fee3924b69505"	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	2	2	0
"2226"	"62efae520b39ffee1581d3300a5a2680"	0	2	0	0	2	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0
"2227"	"4ec1b4a8e051c1fba19f8bc46ffd342c"	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0
"2228"	"6fe109a8698844e470bd9b3da2a7d5dd"	0	0	0	0	0	4	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
"2229"	"371ad3769f5ec4d9550b3553b2b1e7a8"	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	2	0	2	0
"2230"	"aa0730876676ec845303ceb12b40306b"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0
"2231"	"02039b545ce915df99c48299b1a594ff"	2	0	0	0	2	0	1	0	0	1	0	2	0	0	0	0	0	3	0	0	0
"2232"	"c5ec01429b3f0ded5899c8fa0ef94933"	0	0	3	0	4	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
"2233"	"96c526c268ddd643d49046cb275b5ea0"	1	0	5	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2234"	"80089ae5a727e7c581910d9ec0ce0f75"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0
"2235"	"bc49f9e6ea849f6e9e31c312a765b67e"	0	0	0	0	2	0	0	2	0	0	0	0	0	0	4	0	3	0	0	0	0
"2236"	"929b194bebad651e8b7ce84599d3c952"	0	0	0	0	1	0	0	0	3	5	0	0	0	0	1	1	0	0	0	0	0
"2237"	"5910670d555b840dc42f17b06386f0f4"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0
"2238"	"0d2b7580736b77e72fe0865ec11fb68a"	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"2239"	"0a4a5086ab087a57f80202c114b46783"	0	0	2	0	1	0	0	0	0	0	1	2	5	0	0	0	0	0	0	0	0
"2240"	"5fd605e40ebd5c08152059a57dadafb0"	2	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
"2241"	"6a54480abd8eb36bca5938d313cbbb2b"	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	5	0	0	0
"2242"	"25f9836259df23e05d3998c0404d83ab"	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	2	0	0	0
"2243"	"fd49b3244cee2deee38f3afe352380c5"	0	2	0	0	0	2	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0
"2244"	"38d146359ee87f159751372612e91b28"	1	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	4	0	0	0	0
"2245"	"c9685ee0a9af45f4658d31678b9546ff"	0	0	0	0	4	1	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0
"2246"	"77c1366e58b9c7a432d11a0b529cb793"	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	1	0	0	0	1	3
"2247"	"130f7e25a7e3e21f4189c138d4c21c97"	2	0	0	2	1	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0
"2248"	"49491957ff534c2215ac61e2f528da4f"	6	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"2249"	"92a596322a010c6d6292c73119ca7594"	0	0	0	0	3	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
"2250"	"966007f088d0673d7ad8e16bab115dd2"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	5	2
"2251"	"50472fa4bc540a801d616f0909d7d3eb"	2	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"2252"	"af8f1e925173da85d3e1a0f8082613d2"	0	2	1	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0
"2253"	"4fcdf8c343c515c249296b258a1657bc"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	4	0	0	0
"2254"	"781564b4b82be5aa501cda79494a826c"	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0
"2255"	"a8f29dcca768ea5e518d3b4adcaa16e6"	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	3	2	0	0	0	0
"2256"	"205d0df4ace2adddd6f1c265b277531c"	0	0	2	0	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0
"2257"	"e7dd9f542df02f8a9cc5f7faba603ab8"	0	0	0	0	0	0	0	0	0	4	0	1	6	0	0	0	0	0	0	0	0
"2258"	"ad86af3c4aeaf246c47c6be1969917c5"	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
"2259"	"3f1d6436738a64ab1e039e74a2b8aa7f"	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	4	0
"2260"	"67b4903b86853fb209516ac2b2e885a0"	0	0	1	5	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
"2261"	"7d0e654cec112150c26853d5a20a0caa"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	6	0
"2262"	"4ddf7413f1afcc6d96f380219f3c5117"	0	0	4	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"2263"	"9140d1721829cef5a7569ad9771c4ce8"	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	2	0	0	0
"2264"	"c652543c3d56602a4a5d86f7d5a35d6b"	0	0	0	0	3	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0
"2265"	"64ba6d2f2834ebd741320eab015e1dae"	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0
"2266"	"c10b4fd9dc921eaef1edde9698fb195c"	3	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"2267"	"0ccdfbec21d0ce2ece91a3e58522b320"	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	4	0	0	0	2
"2268"	"f31cc6ceb351d54e5438f790710f80c5"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	0	0	0	4
"2269"	"bb8d2d2d68bbdffecd452ce5daa5b18c"	0	0	0	2	1	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0
"2270"	"0986e1b5dd848791cc1fb4c072dccfb7"	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2271"	"ad434e9711fddd9dfaabeab5d055a681"	0	0	0	2	0	0	0	0	0	3	0	0	0	2	4	0	0	0	0	0	0
"2272"	"2d83a0311d9f99a7124b95e078d6ab3d"	1	2	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	4	0	0	0
"2273"	"b50544a32cb871a7c497acf4199c34f8"	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	5	0
"2274"	"54178682f7154e44ae8b864f642dcc8e"	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"2275"	"ef01f356f4146738517f3c0e598fae60"	0	0	0	4	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"2276"	"21c1e87e2842168ba5c90675c05418ce"	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	2	0	1	0	3	0
"2277"	"dde7e32eb72bc62d326b0807b8383660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0
"2278"	"f1a7db9d0ba304bc3fbe735d245f8582"	0	0	0	0	0	0	0	0	0	6	3	2	0	0	0	0	0	0	0	0	0
"2279"	"a624a639c6371e4047dd9173bba4955e"	4	0	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"2280"	"b0d8d53891f758231c0aa7d1f316cfa8"	1	0	0	2	0	0	0	0	1	0	2	0	2	2	0	0	0	0	0	1	0
"2281"	"9d90b9900f77d8c923b14002a2a5abb3"	3	0	0	0	0	0	3	0	0	1	0	1	0	0	0	3	0	0	0	0	0
"2282"	"168020870f4d5b1194b371cac2a94d9b"	0	0	0	1	0	0	2	0	0	2	3	0	3	0	0	0	0	0	0	0	0
"2283"	"3b01c498b3593e2fe2b32480a3b1f39e"	3	0	0	0	0	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
"2284"	"635ac0c836df2e335084e66311be2dcd"	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"2285"	"fc058e57d185690cd22e577453b19307"	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	2	0	2	0	0	0
"2286"	"65a21f06140cc7b7b46dae767be44913"	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	3
"2287"	"61eba116d2fd11f99439664ea04df058"	4	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
"2288"	"f513055b8c3907164c50b9133a1bf90d"	0	0	0	3	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0
"2289"	"011f95088db26bab769ec8193e88dce8"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	3	3	0	0	0
"2290"	"9dda891e96b6ccba634352eedf06b3e4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	0	0	0
"2291"	"9bb4fe2d76f4e86e7c17bd39ead7c482"	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	3	0
"2292"	"844ca1771b2a55e8ceea38d1ab6ed2a2"	0	0	0	0	3	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
"2293"	"973379d851cd0e2944f31b5c219d24c0"	0	0	0	4	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"2294"	"7095e5e4b55474faf4480de898d227e1"	0	0	3	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0
"2295"	"431428446151946d82eb877c83fa74bb"	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	2	0
"2296"	"46cf133c8fe1ce1934182af1b00cfafe"	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	6	0	0	0
"2297"	"5ad209dfae4c60af8dfa36c74cc6ce76"	0	0	0	1	0	4	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0
"2298"	"a9576cf82c47cf5dde2434987de39bbd"	0	0	0	0	1	0	3	1	0	0	0	0	0	0	2	0	0	4	0	0	0
"2299"	"5a0bc89e47d2e8b412a72a478b7ad986"	2	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	0	0	0	0
"2300"	"578384b28b8eb9cfb89b5f0e05d93f53"	3	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	0	0	0	0	0
"2301"	"e20a8b8168e5882b0bd4262d7d2e0a65"	0	0	0	0	2	0	5	0	2	0	0	2	0	0	0	0	0	0	0	0	0
"2302"	"1816ac24cc63e1383e59b9104d3f253e"	0	0	0	0	0	0	0	0	0	5	2	2	2	0	0	0	0	0	0	0	0
"2303"	"73e5908828739d24d58642005023dda9"	2	0	0	0	0	0	2	0	3	0	2	2	0	0	0	0	0	0	0	0	0
"2304"	"9a4b934d4a7538d6288f6fc23afdad5a"	0	0	3	2	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
"2305"	"19e7597d71b141d0c292752cd860be16"	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
"2306"	"f247acca42d5c2ff60f30af4961e3ab0"	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	3	0	0	0	0	0
"2307"	"64307da0257a23e7fd18c5699f248934"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	7	0	0	0
"2308"	"50d576692b27936c05a3c3f6e02cf03d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	3	1
"2309"	"45edf758ca1194c898e15467db4e52dc"	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	2	2	0	0	0	0
"2310"	"685ff010c9dfad5caed161db9c9d165c"	0	0	0	0	4	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0
"2311"	"a57eb83fae28ea4eb785889658138b66"	0	0	0	2	0	0	2	2	0	0	2	3	0	0	0	0	0	0	0	0	0
"2312"	"8918c99dc68af9abb35c12156a8b86f0"	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2313"	"a17bdc4de3aac0cbf7acbca57bbdb354"	2	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2314"	"b3bcdcbfb0d94e7728c1dff10fb9f308"	0	2	1	0	0	3	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0
"2315"	"a6771d7e59ba119389c4f8694bcddebf"	0	0	2	0	0	0	0	3	0	0	0	2	0	0	3	1	0	0	0	0	0
"2316"	"300330e4be74fbdee2d9bae98cba5163"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	3	0	0	0
"2317"	"ccdbbac7f87099a350e6b51470d1f553"	3	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"2318"	"c14ba341d0bd6e7f198fd69a80cb00d4"	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	1	3	0	0	0
"2319"	"9ad87899075e8d2152b46e8b023fcd24"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	2
"2320"	"e1838ff204a40adf9793458385854b85"	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2321"	"2ca1c15b63bde1e8a1063b06f3750b28"	4	0	2	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0
"2322"	"a269e32ef543e2b3c3e05c2ba73459b4"	0	0	0	0	0	0	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0
"2323"	"31cb1af804f00891d9c5c7d0c812e939"	0	2	0	2	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0
"2324"	"61ba8f0463565dde8855a4adfc46b82f"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	0	0
"2325"	"4805182b7c217d51fdc59c0bd65e95f6"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	2	0
"2326"	"3e1dc050ba3078aed5848ed49246661d"	0	0	3	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0
"2327"	"3787f2861cecfc57430b2226910dd891"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	3
"2328"	"159d97d4581f6199f32a8d283fd59a53"	0	0	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2329"	"649a49e35519c77cc02486e4d72635a3"	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	3	0	0	0	0
"2330"	"ad4907021ebc6f7bb848a587b0090a79"	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"2331"	"6bafad12ff3d3482088c6fa3073d934b"	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	4	0
"2332"	"3116008df69bb0da7a084184d859d169"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	6	1	0
"2333"	"6a4efc87f976a9d223e6f8a4cefdaa6c"	3	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	2	0	0	0
"2334"	"c821ecb7edd467c01fae9c1ed6262490"	0	0	0	0	1	0	0	0	1	0	1	3	0	0	4	0	0	1	0	0	0
"2335"	"a8658314c743e67e3b102f2cbc70bcd0"	0	0	0	4	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0
"2336"	"035a379258ce7fa162f5ec1069507c8c"	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	1	0	0	2	0
"2337"	"ac8f6485933ee196d43c9263e1e3d927"	0	0	0	2	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"2338"	"ec98a62a6f40a9c3ae8767b133448c43"	0	0	0	2	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	1	0
"2339"	"f6de7badfa5d03d77d19dfcf3a4596d7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0
"2340"	"e74087268fb075ea0dd8e2f38c5549e0"	2	0	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
"2341"	"fdd6f5c0a5a786c4de45b4cb43b1c150"	0	1	1	1	0	2	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
"2342"	"abcda2aa4f0f316edee5d5ed91521a35"	3	0	0	0	0	2	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
"2343"	"5200e6df9722e05bfa1273f5264caeb2"	0	0	0	0	0	0	0	0	0	1	3	2	5	0	0	0	0	0	0	0	0
"2344"	"5949781c0e182174d6270a03fe33b1d7"	0	0	0	0	0	2	3	2	1	0	0	0	0	0	0	0	0	3	0	0	0
"2345"	"325b0aa3597213954d73f4e519c8134b"	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
"2346"	"879c7bd754f601094e099a4a01419437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	3	0
"2347"	"c4cc416bb0d8520568a686c929c24cf1"	0	0	0	4	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0
"2348"	"88f6e783e4b5bc30219bcd531c8254ea"	0	0	0	0	2	0	0	0	0	4	2	2	0	0	1	0	0	0	0	0	0
"2349"	"0d32312ab28788a9d71b352d0428a692"	0	0	0	0	4	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0
"2350"	"4f344ab59d59af498b141e1be4511393"	1	0	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0
"2351"	"a16315784dc2a42eb5beaeec8669ea00"	0	0	0	3	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0
"2352"	"316076237cbfff00118a50eb3804e589"	2	0	2	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
"2353"	"e78d46261df5aa4decfbccb482d12646"	4	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	0
"2354"	"b5a35eb6d983e05a3daffb7de4f3d60a"	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	2	2	0	0
"2355"	"350ad3b77b5d7c8775c3877eb8c40a04"	0	1	0	5	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
"2356"	"6cc6ebef2b54ef756ce09a7cf18d15ab"	0	1	0	1	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	3
"2357"	"69b8fa36894215477607ac835b3f15b7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0
"2358"	"0daba9b4afd24c095f3150ddd493be22"	0	0	2	0	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
"2359"	"ed623d2a4f2c44fc5003e97b2695456c"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
"2360"	"9444fde720c86f9b506b58c62483f98f"	0	2	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0
"2361"	"cef4ecef9a357a73a5e277219c2b0f34"	0	0	0	0	0	4	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0
"2362"	"0f645137ae05de56ddf23104ebd5ea93"	0	0	0	3	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"2363"	"7e100c8d8fb660d9a62e78196ab38265"	2	0	0	0	0	0	0	0	0	5	0	2	0	2	0	0	0	0	0	0	0
"2364"	"9d9cd4b8baae0dd4ad7990aac715177b"	0	2	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0
"2365"	"7be54c9621a565e65a33ec55a681dbad"	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0
"2366"	"b4361e3d1f83324b2943bda5d717c5cb"	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	4	0	0	0	0
"2367"	"64efcd72636736a1d6432281b9fdad48"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	2	0	3	0
"2368"	"b635222f2794c694d498d9cd96e71473"	4	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
"2369"	"687ba1a0a49810d42128edaf99c6ad57"	0	0	0	0	2	2	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0
"2370"	"179c6dcb4227cc6495771d803d515cbf"	2	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	0	0
"2371"	"812bfd930615a71064b4e4fa91aa3820"	0	0	3	0	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
"2372"	"96530d78824cb2027161ff07af535abe"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	3	2	0	0	0
"2373"	"c543158eb5b7fbb5f3d90db7e39cf60a"	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	2	0	0	0
"2374"	"811c6b96eb85e704d71d80981bc38e76"	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	1	0
"2375"	"85156694acaa36f83113a5f1176b157d"	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	2	0	0	0	0
"2376"	"f44d316066fa1df4dbf1c45cc61d07df"	3	0	0	1	0	0	0	0	0	4	0	1	0	0	0	1	1	0	0	0	0
"2377"	"525ed49ae948bd85eb228b8564447575"	0	0	0	0	2	0	0	0	0	3	0	2	4	0	0	0	0	0	0	0	0
"2378"	"388511c68749c1c419d0dffa74dc4dee"	1	2	0	2	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	0	0
"2379"	"f779759fd2bebbf6e7e6ec861ca48588"	0	0	0	0	0	0	0	2	0	6	3	0	0	0	0	0	0	0	0	0	0
"2380"	"9158b7c149244a2d3d65c3d7e170d791"	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	2	0	0	0	2
"2381"	"fd9bdb44efe890b0c087616d5fbd1178"	1	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"2382"	"9e393febea1796cfeb5b030f3f9b33d7"	0	0	3	0	2	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0
"2383"	"1e84a97c45316690c96cf7946b3c9a15"	5	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
"2384"	"8ebf96c6a470aa00360e1fec44739c55"	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	3	0	1	0	0	0
"2385"	"92b1f9c589cbca7a444ec359b05441fd"	4	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0
"2386"	"1b84a63b9d1b4dc38a77e19221c1099f"	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2387"	"6de99d0cc03baed005b4ecebbfbc45d5"	0	0	0	0	3	0	1	0	0	2	2	0	1	0	0	0	0	0	0	2	0
"2388"	"e92b1496cbdafdb83f7a4190d5d9454c"	2	0	2	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
"2389"	"977b46bd1241fa95720ea82d200f37eb"	3	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2390"	"328bdb99a66a896428701d5e49579724"	0	1	0	0	0	1	2	0	0	0	0	4	0	0	3	0	0	0	0	0	0
